0.186261	0.364270	0.478850	0.239999	0.356273	0.431068	0.310122	0.452657	0.529631	0.369768	0.619163	0.628270	
0.264689	0.471154	0.539613	0.211244	0.493041	0.589945	0.252503	0.621256	0.614125	0.670069	0.634211	0.630981	
0.175732	0.402254	0.516696	0.224423	0.443728	0.606113	0.290553	0.488678	0.625759	0.257922	0.577781	0.621059	
0.198972	0.413011	0.527150	0.292935	0.424732	0.488215	0.490972	0.559243	0.629321	0.451512	0.618392	0.633804	
0.192957	0.386194	0.503573	0.196075	0.473758	0.627131	0.184555	0.331002	0.410615	0.654930	0.623672	0.615379	
0.201473	0.348994	0.459018	0.233552	0.443339	0.614150	1.000528	1.020062	1.015156	0.448449	0.621476	0.611067	
0.261786	0.444504	0.504210	0.861387	0.867707	0.859139	0.361620	0.530797	0.586408	0.665097	0.680846	0.666992	
0.234841	0.431622	0.611528	0.989410	1.415617	0.943529	0.210231	0.437535	0.593042	0.613194	0.722760	0.731730	
0.216458	0.430477	0.556326	0.343697	0.449388	0.531303	0.553356	0.628915	0.615682	0.263649	0.538671	0.617401	
0.162453	0.364821	0.475996	0.251387	0.403323	0.477579	0.199643	0.365627	0.450525	0.667744	0.625987	0.606721	
0.252415	0.447510	0.580800	653.413662	0.638314	0.638236	0.304250	0.446123	0.520770	0.349415	0.625769	0.628761	
0.165306	0.322183	0.448045	0.158363	0.494205	0.624325	1.000496	1.019779	1.015197	0.664118	0.622406	0.615008	
0.184803	0.371340	0.474065	0.179432	0.632838	0.631022	0.312068	0.442269	0.507086	0.444455	0.619771	0.620760	
0.189211	0.380868	0.494245	0.282752	0.643627	0.617219	0.229920	0.368409	0.447841	0.512465	0.621187	0.626373	
0.226378	0.435779	0.529876	0.324600	0.616658	0.621184	0.160269	0.327888	0.431014	0.221011	0.609813	0.629648	
0.264978	0.470252	0.597924	0.265290	0.467955	0.603320	0.171826	0.358605	0.555135	0.334276	0.615111	0.654483	
0.263011	0.463012	0.563355	0.325251	0.619202	0.614792	0.246913	0.387781	0.448097	0.540982	0.635005	0.615857	
0.290419	0.565812	0.618403	0.226332	0.381792	0.477669	0.167450	0.589874	0.617083	0.234632	0.568652	0.628211	
0.249436	0.443105	0.522415	0.318020	0.453537	0.507312	0.248240	0.579757	0.626051	0.282103	0.568162	0.609798	
0.232503	0.422732	0.520115	0.500693	0.696871	0.816768	0.193082	0.348091	0.429612	0.671725	0.630002	0.631909	
0.286714	0.538011	0.625538	0.099848	0.309382	0.417115	0.219155	0.409742	0.548701	0.450998	0.615663	0.641287	
0.176062	0.346396	0.473893	0.276932	0.458377	0.537367	0.576367	0.637804	0.665330	0.606174	0.623490	0.614886	
0.265777	0.454592	0.601249	0.292207	0.431696	0.491393	0.249847	0.378554	0.459911	0.664594	0.623986	0.627840	
0.246278	0.442312	0.576325	0.282448	0.462905	0.605582	0.205011	0.427135	0.627238	0.533917	0.630959	0.614847	
0.165247	0.312387	0.442584	0.218951	0.595273	0.619769	0.305922	0.478744	0.608943	0.340663	0.627859	0.626207	
0.163240	0.367779	0.497966	0.488057	0.566177	0.642213	0.222873	0.428429	0.629200	0.400633	0.619890	0.623384	
0.195192	0.383338	0.506402	0.237511	0.385707	0.459098	0.218368	0.622208	0.618386	0.378664	0.620693	0.620951	
0.263487	0.442534	0.554166	0.182594	0.545155	0.628970	0.380881	0.624671	0.619908	0.640368	0.657499	0.660069	
0.214636	0.420325	0.569180	0.649212	0.618916	0.626797	0.175627	0.432880	0.586788	0.387950	0.619533	0.622115	
0.233760	0.438742	0.551196	0.304230	0.427943	0.484684	0.263694	0.626309	0.626310	0.520407	0.622374	0.617573	
0.267431	0.452303	0.608883	0.225405	0.369663	0.462293	0.264155	0.465603	0.574379	0.191120	0.601703	0.628420	
0.157996	0.295770	0.383511	0.206956	0.368134	0.451726	0.484462	0.622847	0.628958	0.586538	0.619192	0.621034	
0.179711	0.393255	0.505971	0.277718	0.426064	0.488675	0.360232	0.449785	0.545201	0.249947	0.564947	0.631828	
0.155998	0.347987	0.457710	0.274798	0.445381	0.543076	0.663365	0.622574	0.616261	0.324164	0.630241	0.626665	
0.272944	0.445678	0.591231	0.261913	0.561910	0.620567	0.310603	0.469062	0.518283	0.403319	0.620923	0.627572	
0.267770	0.455166	0.594795	0.229529	0.620467	0.627688	0.315080	0.466379	0.517634	0.666292	0.625788	0.615782	
0.258108	0.447251	0.559078	0.298853	0.428870	0.486177	0.318818	0.587467	0.604458	0.438066	0.623042	0.626064	
0.303462	0.558027	0.625148	0.271892	0.558625	0.617171	0.472790	0.451968	0.560986	0.651371	0.622264	0.612397	
0.176141	0.413800	0.619811	0.199951	0.621304	0.610267	0.242898	0.372709	0.455800	0.294381	0.601952	0.627997	
