1.015097	0.691103	0.553404	0.479717	0.485483	0.449681	0.465209	0.440357	0.619057	0.429953	0.595762	0.528954	0.570143	0.541265	0.368396	0.502812	0.466529	0.383729	0.457292	0.429294	0.606168	0.581989	0.401449	0.439710	0.387096	0.478860	0.538847	0.436434	0.606382	0.543641	0.479625	0.613091	0.531197	0.534230	0.454697	0.498737	0.626041	0.536129	0.625740	0.475672	0.593946	0.547577	0.604493	0.510364	0.432983	0.471509	0.512765	0.505976	0.517809	0.505531	0.620414	0.559251	0.560809	0.478581	0.530599	0.549123	0.489801	0.494038	0.507950	0.562693	0.491133	0.580754	0.628367	0.451206	0.561314	0.530475	0.600032	0.489097	0.608761	0.449275	0.509959	0.482846	0.474450	0.504351	0.454386	0.621838	0.494853	0.491493	0.473537	0.625394
1.015515	1.014721	0.989356	1.015515	0.491818	0.437352	0.452641	0.512411	0.407507	0.505862	0.555156	0.431729	0.503508	0.449302	0.394218	0.448597	0.494966	0.605312	0.578022	0.617646	0.625273	0.529400	0.515951	0.538780	0.525908	0.439635	0.667402	0.603699	0.498419	0.533086	0.517037	0.425178	0.609382	0.524037	0.446594	0.592081	0.540718	0.502576	0.622537	0.472150	0.610419	0.473426	0.478531	0.583521	0.620541	0.607343	0.560389	0.585216	0.505618	0.579685	0.533542	0.514318	0.605420	0.515946	0.530701	0.527013	0.433812	0.481641	0.534962	0.486986	0.426262	0.599649	0.537240	0.541829	0.583841	0.581598	0.524129	0.491175	0.535754	0.444800	0.464939	0.442452	0.536753	0.612112	0.523447	0.629755	0.405767	0.446615	0.590584	0.626411
1.015515	0.618837	0.521041	0.495971	0.993022	0.443896	0.464967	0.503571	0.506199	0.440011	0.413473	0.413978	0.554002	0.553603	0.494639	0.621804	0.517081	0.514801	0.471417	0.490380	0.493024	0.417933	0.431296	0.474471	0.616255	0.626588	0.512744	0.507109	0.555003	0.421267	0.429981	0.550223	0.603715	0.497659	0.495688	0.490834	0.506921	0.536466	0.523000	0.626463	0.607935	0.558351	0.484482	0.497793	0.586022	0.530236	0.601420	0.506944	0.521290	0.526198	0.575623	0.505819	0.562763	0.417767	0.504154	0.558690	0.618728	0.514778	0.426641	0.538236	0.512904	0.511559	0.572461	0.474516	0.584726	0.512746	0.502970	0.518267	0.572856	0.503755	0.487934	0.457629	0.491333	0.625943	0.507534	0.510283	0.564876	0.624833	0.626120	0.626134
1.014693	1.015302	0.489409	0.426883	0.996086	0.461924	0.990169	0.414410	0.440422	0.426273	0.400605	0.411387	0.433733	0.507853	0.421184	0.513453	0.625890	0.421898	0.519473	0.620528	0.473887	0.989273	0.547314	0.466165	0.378697	0.374350	0.406386	0.358391	0.503116	0.506898	0.607918	0.500928	0.483130	0.527944	0.619405	0.523154	0.553136	0.583512	0.515468	0.504837	0.445083	0.583703	0.523957	0.560956	0.501095	0.517024	0.619062	0.620935	0.526508	0.521218	0.623057	0.510401	0.531661	0.626732	0.524348	0.593607	0.515878	0.530439	0.515092	0.598255	0.458114	0.568457	0.498525	0.591075	0.505132	0.609519	0.602051	0.468166	0.522588	0.487811	0.478925	0.514580	0.624740	0.615632	0.460650	0.548472	0.559067	0.539470	0.595947	0.488507
1.015514	1.014749	1.015508	0.521718	0.998787	1.004108	0.477079	0.427273	0.461527	0.406856	0.531262	0.508028	0.492064	0.520104	0.573492	0.503791	0.445305	0.490915	0.475839	0.538417	0.420326	0.415381	0.525421	0.622263	0.373094	0.445309	0.501872	0.524548	0.458206	0.535354	0.612003	0.478163	0.536367	0.459383	0.575637	0.523662	0.438611	0.503476	0.456332	0.613135	0.461297	0.528216	0.477111	0.504524	0.471443	0.508580	0.425437	0.597538	0.503486	0.490891	0.493620	0.623357	0.469058	0.530588	0.514464	0.573813	0.575611	0.529394	0.528849	0.501566	0.506513	0.513759	0.523047	0.529283	0.511108	0.522285	0.613729	0.519899	0.625663	0.626995	0.479057	0.527721	0.574882	0.414505	0.617717	0.567079	0.551728	0.626933	0.522009	0.464081
1.015514	0.575210	0.991462	0.461617	0.498155	0.425826	0.441815	0.465220	0.524345	0.451432	0.516038	0.438766	1.015510	0.509849	0.520862	0.530008	0.427797	0.620018	0.454629	0.411539	0.387457	0.444895	0.503999	0.545264	0.474300	0.440184	0.618709	0.395843	0.476484	0.624234	0.498594	0.369168	0.522516	0.507499	0.550288	0.556421	0.506855	0.505921	0.556190	0.498079	0.544144	0.571766	0.524183	0.525165	0.624929	0.485579	0.568640	0.444618	0.612157	0.486926	0.460300	0.500012	0.531262	0.487246	0.507362	0.534213	0.616559	0.478157	0.455229	0.445088	0.607527	0.496227	0.611905	0.475955	0.523319	0.491860	0.482983	0.484448	0.527063	0.521721	0.498306	0.526364	0.621016	0.573919	0.534600	0.466065	0.416648	0.567398	0.529733	0.511549
1.015395	1.015515	0.538898	0.510758	0.488081	0.488694	1.000087	0.470167	0.470062	0.542035	0.626562	0.463772	0.493626	0.625386	0.420180	0.528044	0.393951	0.625730	0.478961	0.559850	0.476842	0.486753	0.441856	0.508767	0.625287	0.504762	0.458487	0.528564	0.450594	0.373895	0.476539	0.512012	0.548298	0.609141	0.470443	0.575645	0.484850	0.619119	0.441906	0.432281	0.616812	0.466752	0.544067	0.493689	0.608695	0.447118	0.496452	0.535179	0.465493	0.556972	0.464829	0.607448	0.573651	0.517448	0.567817	0.625841	0.510517	0.502547	0.484365	0.578102	0.529872	0.507736	0.615427	0.495628	0.500255	0.485423	0.590437	0.520897	0.526655	0.581954	0.514908	0.573864	0.502683	0.520378	0.526618	0.544373	0.514174	0.510399	0.513171	0.460437
0.641501	1.015515	0.995495	0.475337	0.996273	0.994476	0.471971	0.457107	0.411796	0.439926	0.419970	0.411223	0.556640	0.599065	0.450016	0.412214	0.520880	0.457351	0.535739	0.448136	0.493180	0.619737	0.406023	0.505561	0.484048	0.528332	0.515411	0.437331	0.485807	0.488596	0.527329	0.528464	0.521856	0.510220	0.448625	0.484081	0.522605	0.464349	0.565169	0.540649	0.613596	0.550798	0.494416	0.525043	0.509171	0.457508	0.526996	0.502045	0.467281	0.532589	0.462333	0.624905	0.470541	0.508544	0.495404	0.491079	0.534071	0.517314	0.482633	0.497449	0.516258	0.517307	0.417088	0.544949	0.509704	0.501886	0.582467	0.519289	0.540405	0.496248	0.538488	0.538445	0.488009	0.517138	0.505345	0.626359	0.529047	0.575254	0.501574	0.491273
1.015515	0.623441	1.015515	0.602737	0.478684	0.534034	0.532945	0.446818	0.463906	0.624534	0.523024	0.520150	0.430729	0.397950	0.384829	0.451592	0.454215	0.401396	0.534836	0.500077	0.481182	0.424511	0.473312	0.536190	0.408248	0.529355	0.497121	0.604657	0.625931	0.470929	0.578795	0.509563	0.625542	0.379605	0.608143	0.625609	0.590693	0.510331	0.592865	0.599917	0.522247	0.482681	0.597328	0.533323	0.625630	0.615802	0.567967	0.492847	0.614540	0.501708	0.500646	0.516110	0.514864	0.625155	0.489416	0.510115	0.601716	0.504640	0.554186	0.571011	0.450915	0.514772	0.520605	0.514055	0.433041	0.620882	0.575734	0.430782	0.529251	0.389763	0.492987	0.607838	0.517656	0.473657	0.553287	0.499210	0.522862	0.625402	0.525576	0.531102
1.015513	0.990987	0.519143	0.563101	0.466364	0.996466	0.433608	0.420815	0.442331	0.506591	0.521782	0.569637	0.625102	0.600125	0.378279	0.455783	0.496316	0.442557	0.526937	0.386177	0.523414	0.473471	0.565622	0.399246	0.478697	0.504993	0.494649	0.408385	0.588405	0.626003	0.467663	0.433407	0.518981	0.465005	0.594467	0.562942	0.514259	0.619596	0.625245	0.558069	0.508649	0.518094	0.591792	0.505317	0.533752	0.504123	0.535542	0.609308	0.541015	0.593768	0.467348	0.558824	0.540542	0.512996	0.517440	0.515456	0.525397	0.553643	0.496707	0.625875	0.605591	0.532737	0.595173	0.626026	0.608359	0.623334	0.512172	0.524810	0.494821	0.471574	0.460969	0.491516	0.456192	0.498012	0.565202	0.417011	0.627829	0.554957	0.612874	0.464122
