0.478204	0.619560	0.433726	0.442120	0.618405	0.465983	0.424935	0.399124	0.619961	0.618212	0.621680	0.628553	0.624658	0.427184	0.630569	0.409912	0.422361	0.532626	0.596451	0.433856	0.319363	0.619916	0.364465	0.618649	0.431642	0.300216	0.441557	0.624859	0.396873	0.364355	0.620254	0.350018	0.436554	0.273757	0.600086	0.362158	0.421611	0.410389	0.626726	0.405442	0.328701	0.207115	0.478144	0.367968	0.622392	0.625127	0.620795	0.425323	0.413483	0.431448	0.496524	0.372399	0.621516	0.485165	0.431405	0.432789	0.401078	0.449079	0.451936	0.418806	0.470932	0.302755	0.767483	0.624966	0.430325	0.448269	0.704771	0.390980	0.733697	0.625422	0.443800	0.377672	0.623062	0.480311	0.561271	0.355997	0.378766	0.358216	0.425592	0.423054	
0.588352	0.608687	0.435450	0.432399	0.581032	0.481260	0.421956	0.459994	0.479316	0.422084	0.634639	0.618793	0.446111	0.410117	0.447546	0.607736	0.406975	0.379562	0.486886	0.614719	0.619948	0.630668	0.583487	0.752168	0.367223	0.337687	0.396494	0.418793	0.492718	0.356270	0.445578	0.359257	0.566888	0.226115	0.322133	0.615510	0.353549	0.484574	0.630666	0.446604	0.380770	0.428724	0.431637	0.395652	0.373620	0.607802	0.407961	0.392469	0.464257	0.564670	0.382604	0.619830	0.390820	0.567287	0.320242	0.465519	0.433110	0.366907	0.760455	0.619600	0.624007	0.615539	0.630506	0.617354	0.617946	0.352243	0.344145	0.400072	0.447924	0.513572	0.536332	0.489287	0.405886	0.407160	0.451189	0.462380	0.370725	0.388538	0.436981	0.620748	
0.541044	0.614551	0.436852	0.451270	0.424905	0.579076	0.508409	0.543936	0.433212	0.523318	0.407147	0.436100	0.423188	0.404436	0.625524	0.624940	0.368120	0.616146	0.402140	0.597567	0.618607	0.423222	0.448051	0.459812	0.365011	0.454078	0.391462	0.383589	0.386503	0.451891	0.627031	0.444890	0.563903	0.441247	0.399127	0.373742	0.579543	0.278225	0.485805	0.455995	0.400979	0.554976	0.522587	0.490747	0.619339	0.468458	0.389256	0.439979	0.447011	0.619025	0.425688	0.351323	0.379137	0.446602	0.441610	0.448455	0.400100	0.618361	0.275523	0.394353	0.486279	0.402942	0.628122	0.624536	0.471186	0.351248	0.623314	0.618589	0.619414	0.617329	0.571004	0.303827	0.404293	0.524573	0.444797	0.451509	0.458879	0.443017	0.420516	0.428581	
0.607493	0.477673	0.623504	0.495031	0.618775	0.426709	0.417753	0.617441	0.434597	0.456317	0.610081	0.424090	0.386582	0.453220	0.360666	0.616580	0.437685	0.624556	0.439910	0.402007	0.451510	0.350833	0.425742	0.580422	0.446547	0.386387	0.631628	0.365970	0.344945	0.445650	0.609234	0.456674	0.332663	0.418543	0.395358	0.396449	0.412478	0.615420	0.394227	0.440166	0.385944	0.444551	0.432079	0.457085	0.617022	0.644190	0.413212	0.617921	0.456796	0.616832	0.619977	0.623479	0.652575	0.625003	0.440230	0.327918	0.571179	0.617958	0.353321	0.537538	0.363585	0.542686	0.439829	0.446604	0.420649	0.460070	0.623122	0.440589	0.760959	0.650249	0.629806	0.601047	0.594254	0.412274	0.450914	0.411638	0.619938	0.634822	0.413940	0.540109	
0.668121	0.579499	0.625379	0.495433	0.376824	0.414745	0.618102	0.399011	0.486534	0.531851	0.462074	0.626177	0.560968	0.570989	0.610415	0.438140	0.387884	0.423047	0.539292	0.418554	0.633044	0.439537	0.455226	0.626311	0.631607	0.361537	0.744207	0.447368	0.420734	0.421295	0.379806	0.384372	0.366329	0.353978	0.504228	0.622108	0.625410	0.445236	0.615075	0.430964	0.535420	0.461091	0.592824	0.439886	0.497550	0.621886	0.636656	0.465262	0.448898	0.345298	0.418691	0.618720	0.403822	0.330761	0.621172	0.506962	0.753198	0.466458	0.264565	0.449191	0.460044	0.509589	1.141965	0.528138	0.465059	0.618181	0.470579	0.432321	0.381486	0.364438	0.574322	0.470547	0.549331	0.315895	0.613940	0.595301	0.622002	0.442922	0.411060	0.626282	
0.600081	0.620235	0.443605	0.621143	0.417686	0.391266	0.618696	0.460195	0.616195	0.425801	0.463682	0.411817	0.622637	0.387704	0.804065	0.422882	0.617392	0.572440	0.364918	0.443256	0.400406	0.408089	0.412964	0.604887	0.618053	0.389804	0.453653	0.358675	0.394579	0.521849	0.619629	0.391507	0.405074	0.345271	0.596258	0.442640	0.462142	0.586042	0.434292	0.443220	0.417719	0.355281	0.446074	0.354009	0.414021	0.592713	0.465258	0.414311	0.574872	0.480934	0.412751	0.399711	0.473164	0.417406	0.413375	0.384886	0.622649	0.557815	0.367130	0.618626	0.348177	0.573244	0.610609	0.623318	0.362087	0.512683	0.424696	0.455616	0.326773	0.623889	0.391850	0.441503	0.784351	0.392521	0.620164	0.432159	0.463744	0.386355	0.438810	0.446869	
0.617371	0.624937	0.447211	0.402316	0.443350	0.434034	0.454125	0.622056	0.449755	0.616582	0.412834	0.436149	0.439347	0.407725	0.770075	0.396907	0.433755	0.461602	0.360938	0.422558	0.624021	0.430788	0.424676	0.631515	0.419886	0.422210	0.428350	0.630035	0.548779	0.396613	0.496418	0.402991	0.400489	0.446291	0.462445	0.600950	0.398392	0.717083	0.419224	0.626374	0.386601	0.375175	0.393238	0.362121	0.634591	0.502316	0.563642	0.618192	0.617324	0.438596	0.420902	0.407565	0.514557	0.294590	0.942176	0.635626	0.384372	0.416039	0.396779	0.438884	0.444373	0.402537	0.434227	0.383084	0.444012	0.330587	0.380672	0.353096	0.411322	0.232053	0.634725	0.357095	0.418436	0.608115	0.429264	0.420415	0.444650	0.439243	0.550736	0.619471	
0.620073	0.469342	0.451393	0.617996	0.414668	0.624285	0.585768	0.423243	0.438207	0.555402	0.541953	0.772892	0.548435	0.452335	0.436674	0.415796	0.432719	0.631830	0.419484	0.432996	0.433245	0.356204	0.320783	0.390927	0.479592	0.387442	0.575251	0.632586	0.403893	0.562377	0.376874	0.470113	0.401428	0.365856	0.426276	0.416912	0.373224	0.413390	0.375450	0.426475	0.373935	0.620053	1.169553	0.378652	0.346793	0.631067	0.458315	0.342389	0.453289	0.622012	0.630968	0.453950	0.619268	0.620691	0.747201	0.542275	0.623282	0.409585	0.625446	0.742828	0.415458	0.628234	0.372942	0.466067	0.565161	0.622388	0.640703	0.461263	0.623293	0.620630	0.500357	0.617236	0.362910	0.449970	0.540502	0.435406	0.613400	0.415073	0.623552	0.527069	
0.475204	0.516528	0.608372	0.619164	0.619647	0.622804	0.732996	0.406015	0.635528	0.432519	0.619418	0.622996	0.509007	0.626449	0.382256	0.412166	0.953469	0.440708	0.557868	0.425306	0.346892	0.405377	0.436374	0.627647	0.362096	0.409638	0.627433	0.625781	0.381934	0.434538	0.402146	0.407752	0.421516	0.771650	0.409666	0.758005	0.417860	0.362164	0.378228	0.641943	0.376090	0.383905	0.424521	0.424850	0.445550	0.293268	0.624782	0.449095	0.419126	0.436126	0.510434	0.527558	0.399560	0.623657	0.472933	0.378487	0.430724	0.629138	0.422725	0.457471	0.630068	0.408290	0.384928	0.233330	0.444894	0.419243	0.622730	0.710187	0.618863	0.394988	0.458372	0.625007	0.618115	0.641230	0.391927	0.492284	0.618667	0.417319	0.570979	1.384774	
0.635058	0.616208	0.455120	0.617942	0.617066	0.384712	0.655793	0.440385	0.458437	0.623053	0.622256	0.395511	0.379735	0.615775	0.641595	0.379814	0.427552	0.527029	0.432071	0.409906	0.631652	0.407835	0.520619	0.370299	0.440309	0.630525	0.397997	0.430003	0.589870	0.387234	0.403512	0.452555	0.480407	0.595520	0.350429	0.391018	0.575996	0.756102	0.607148	0.395493	0.475782	0.619676	0.620938	0.446527	0.623751	0.346524	0.440654	0.616190	0.444671	0.428224	0.390792	0.429465	0.427733	0.390945	0.457584	0.619441	0.472603	0.430163	0.621860	0.569954	0.571184	0.539177	0.642109	0.361388	0.638053	0.518092	0.615742	0.440669	0.407990	0.573129	0.622531	0.564335	0.441361	0.444181	0.308370	0.355128	0.618680	0.452695	0.426736	0.480366	
